Date,South Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),South Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
5/3/19,12.57,4.309999943,4375.209961,4.300000191,4375.199707,9.967937066,3340,131,3500,0,0,0
5/4/19,11.82,4.309999943,4375.209961,4.300000191,4375.199707,10.58697924,3370,139,3520,0,0,0
5/5/19,13.48,4.309999943,4375.209961,4.300000191,4375.199707,10.27209625,3420,144,3600,0.01,0,0
5/6/19,12.83,4.309999943,4375.209961,4.300000191,4375.199707,8.287455325,3500,149,3670,0,0,0
5/7/19,12.17,4.309999943,4375.209961,4.300000191,4375.199707,9.353044861,3500,155,3660,0,0,0
5/8/19,12.96,4.309999943,4375.209961,4.300000191,4375.199707,8.792615773,3560,162,3740,0,0,0
5/9/19,12.32,4.309999943,4375.209961,4.300000191,4375.199707,8.497851903,3570,167,3770,0,0,0
5/10/19,12.84,4.309999943,4375.209961,4.300000191,4375.199707,7.519575347,3490,168,3720,0,0,0
5/11/19,10.85,4.309999943,4375.209961,4.300000191,4375.199707,9.872831659,3360,168,3580,0,0,0
5/12/19,13.53,4.309999943,4375.209961,4.300000191,4375.199707,9.417604063,3440,168,3600,0,0,0
5/13/19,12.82,4.309999943,4375.209961,4.300000191,4375.199707,8.889513146,3510,169,3690,0,0,0
5/14/19,11.91,4.309999943,4375.209961,4.300000191,4375.199707,9.043449044,3340,174,3520,0,0,0
5/15/19,13.11,4.309999943,4375.209961,4.300000191,4375.199707,8.375459311,3200,168,3350,0,0,0
5/16/19,11.86,4.309999943,4375.209961,4.300000191,4375.199707,8.936808375,3350,169,3510,0,0,0
5/17/19,13.65,4.309999943,4375.209961,4.300000191,4375.199707,8.517206792,3150,172,3330,0,0,0
5/18/19,11.62,4.309999943,4375.209961,4.300000191,4375.199707,9.165613507,2960,171,3180,0,0,0
5/19/19,12.82,4.309999943,4375.209961,4.300000191,4375.199707,9.561577873,2790,169,3030,0,0,0
5/20/19,13.29,4.309999943,4375.209961,4.300000191,4375.199707,9.942852445,2580,161,2830,0,0,0
5/21/19,13.17,4.309999943,4375.209961,4.300000191,4375.199707,8.10126598,2350,156,2650,0,0,0
5/22/19,12.14,4.309999943,4375.209961,4.300000191,4375.199707,8.46397132,2100,149,2400,0.05,0,0
5/23/19,12.63,4.309999943,4375.209961,4.300000191,4375.199707,9.285412346,2070,158,2390,0.01,0,0
5/24/19,13.09,4.309999943,4375.209961,4.300000191,4375.199707,8.293669852,1990,160,2330,0.04,0,0
5/25/19,11.39,4.309999943,4375.209961,4.300000191,4375.199707,8.941410485,2020,157,2340,0.01,0,0
5/26/19,12.97,4.309999943,4375.209961,4.300000191,4375.199707,8.813819449,2070,160,2390,0.03,0,0
5/27/19,12.44,4.309999943,4375.209961,4.300000191,4375.199707,9.902756793,2030,167,2370,0.2,0,0
5/28/19,13.80,4.309999943,4375.209961,4.300000191,4375.199707,9.296625243,2030,164,2350,0,0,0
5/29/19,12.77,4.309999943,4375.209961,4.300000191,4375.199707,7.845388743,2110,161,2410,0,0,0
5/30/19,12.37,4.309999943,4375.209961,4.300000191,4375.199707,7.794052127,2360,165,2610,0.04,0,0
5/31/19,13.11,4.309999943,4375.209961,4.300000191,4375.199707,8.340102348,2580,167,2830,0,0,0
6/1/19,11.86,4.309999943,4375.209961,4.300000191,4375.199707,8.748345413,2800,169,3010,0,0,0
6/2/19,12.12,4.309999943,4375.209961,4.300000191,4375.199707,10.29657092,2990,186,3180,0,0,0
6/3/19,13.16,4.309999943,4375.209961,4.300000191,4375.199707,11.89933444,3150,192,3330,0,0,0
6/4/19,13.91,4.309999943,4375.209961,4.300000191,4375.199707,10.35334434,3300,202,3490,0,0,0
6/5/19,12.58,4.309999943,4375.209961,4.300000191,4375.199707,7.762499043,3140,210,3350,0,0,0
6/6/19,12.47,4.309999943,4375.209961,4.300000191,4375.199707,8.822817451,3020,217,3240,0,0,0
6/7/19,12.69,4.309999943,4375.209961,4.300000191,4375.199707,8.129912425,2700,201,3010,0,0,0
6/8/19,11.93,4.309999943,4375.209961,4.300000191,4375.199707,8.795773851,2320,185,2630,0,0,0
6/9/19,12.58,4.309999943,4375.209961,4.300000191,4375.199707,10.23181991,2140,167,2460,0,0,0
6/10/19,13.45,4.309999943,4375.209961,4.300000191,4375.199707,9.053571239,2100,162,2410,0,0,0
6/11/19,12.76,4.309999943,4375.209961,4.300000191,4375.199707,8.447308012,2090,168,2390,0,0,0
6/12/19,12.65,4.309999943,4375.209961,4.300000191,4375.199707,7.893147094,2170,174,2460,0,0,0
6/13/19,11.88,4.309999943,4375.209961,4.300000191,4375.199707,9.502723202,2230,192,2530,0,0,0
6/14/19,12.97,4.309999943,4375.209961,4.300000191,4375.199707,10.19955804,2050,196,2380,0,0,0
6/15/19,12.20,4.309999943,4375.209961,4.300000191,4375.199707,8.978975843,2030,195,2350,0,0,0
6/16/19,11.80,4.309999943,4375.209961,4.300000191,4375.199707,8.724159224,1980,193,2310,0,0,0
6/17/19,12.75,4.309999943,4375.209961,4.300000191,4375.199707,9.731621383,2110,189,2400,0,0,0
6/18/19,13.29,4.309999943,4375.209961,4.300000191,4375.199707,10.09132378,2210,193,2480,0,0,0
6/19/19,12.93,4.309999943,4375.209961,4.300000191,4375.199707,7.481376883,2290,199,2550,0,0,0
6/20/19,10.97,4.309999943,4375.209961,4.300000191,4375.199707,10.53299539,2280,195,2550,0,0,0
6/21/19,13.33,4.309999943,4375.209961,4.300000191,4375.199707,11.43200392,2000,181,2300,0,0,0
6/22/19,11.98,4.309999943,4375.209961,4.300000191,4375.199707,12.7469194,1720,166,2000,0,0,0
6/23/19,11.06,4.309999943,4375.209961,4.300000191,4375.199707,8.565869786,1580,156,1820,0,0,0
6/24/19,13.12,4.309999943,4375.209961,4.300000191,4375.199707,10.19454291,1500,150,1700,0,0,0
6/25/19,13.38,4.309999943,4375.209961,4.300000191,4375.199707,7.718392978,1440,149,1650,0,0,0
6/26/19,11.82,4.309999943,4375.209961,4.300000191,4375.199707,7.459854839,1220,143,1420,0,0,0
6/27/19,12.07,4.309999943,4375.209961,4.300000191,4375.199707,7.992868434,1100,139,1290,0,0,0
6/28/19,12.04,4.309999943,4375.209961,4.300000191,4375.199707,8.545594932,913,128,1110,0,0,0
6/29/19,12.78,4.309999943,4375.209961,4.300000191,4375.199707,8.773390874,780,123,978,0,0,0
6/30/19,11.69,4.309999943,4375.209961,4.300000191,4375.199707,8.144421758,692,121,894,0,0,0
7/1/19,12.34,4.309999943,4375.209961,4.300000191,4375.199707,8.202307147,668,116,857,0,0,0
7/2/19,12.47,4.309999943,4375.209961,4.300000191,4375.199707,8.608097026,629,113,821,0,0,0
7/3/19,11.86,4.309999943,4375.209961,4.300000191,4375.199707,8.254014192,593,115,789,0,0,0
7/4/19,12.13,4.309999943,4375.209961,4.300000191,4375.199707,8.035600341,585,114,777,0,0,0
7/5/19,12.01,4.309999943,4375.209961,4.300000191,4375.199707,7.64035189,563,112,753,0,0,0
7/6/19,11.60,4.309999943,4375.209961,4.300000191,4375.199707,8.008457576,594,105,768,0,0,0
7/7/19,12.14,4.309999943,4375.209961,4.300000191,4375.199707,8.269688062,605,103,772,0,0,0
7/8/19,12.76,4.309999943,4375.209961,4.300000191,4375.199707,8.237999691,569,99.3,739,0,0,0
7/9/19,12.05,4.309999943,4375.209961,4.300000191,4375.199707,8.622775411,487,95.1,668,0,0,0
7/10/19,12.81,4.309999943,4375.209961,4.300000191,4375.199707,7.375200552,451,93.2,627,0,0,0
7/11/19,11.87,4.309999943,4375.209961,4.300000191,4375.199707,7.197091352,450,91.7,620,0,0,0
7/12/19,12.57,4.446336727,4375.346319,4.486979342,4375.386702,7.070396424,456,90.4,620,0,0,0
7/13/19,11.76,4.635954784,4375.535936,4.732465211,4375.632436,7.611054146,446,89.7,612,0,0,0
7/14/19,11.46,4.619270774,4375.519234,4.692187317,4375.592278,7.877158536,449,86.7,605,0,0,0
7/15/19,12.52,4.580173603,4375.480085,4.660242903,4375.560302,8.161406178,446,78.4,589,0,0,0
7/16/19,12.44,4.503611064,4375.403562,4.634374872,4375.534409,8.229260085,428,69.4,561,0,0,0
7/17/19,12.59,4.492465221,4375.392426,4.664583176,4375.564646,6.980190149,425,68.6,557,0,0,0
7/18/19,11.75,4.459808917,4375.359825,4.573611041,4375.473585,7.2578289,421,69.3,543,0,0,0
7/19/19,12.05,4.495590198,4375.395575,4.684375117,4375.584157,7.588714,433,71.3,554,0,0,0
7/20/19,12.07,4.536423608,4375.436329,4.675694457,4375.575584,8.2908399,443,76,569,0,0,0
7/21/19,11.26,4.510555537,4375.410477,4.599999905,4375.5,7.255224768,438,74.9,557,0,0,0
7/22/19,12.12,4.560034707,4375.459952,4.667187341,4375.567253,7.284019555,456,74.4,571,0,0,0
7/23/19,12.32,4.435624877,4375.335654,4.616840166,4375.516857,7.902175101,410,70.8,521,0,0,0
7/24/19,11.95,4.372708263,4375.272682,4.5114583,4375.411395,7.788711385,404,66.2,502,0,0,0
7/25/19,11.96,4.393906232,4375.293827,4.563888828,4375.463854,8.628233004,410,67.9,520,0.11,0,0
7/26/19,12.47,4.618715212,4375.518685,4.6046874,4375.504692,9.177019866,463,97,599,0.14,0,0
7/27/19,13.01,4.644617972,4375.544606,4.690972336,4375.590758,9.192394155,459,101,605,0,0,0
7/28/19,11.25,4.644374927,4375.544352,4.840277887,4375.740068,8.574878491,491,81.1,606,0,0,0
7/29/19,13.24,4.597829849,4375.497744,4.73333327,4375.633301,8.900388307,482,72.9,590,0,0,0
7/30/19,13.32,4.441201314,4375.341272,4.699999809,4375.600098,10.2525971,444,73.6,548,0,0,0
7/31/19,13.14,4.429999828,4375.330078,4.699999809,4375.600098,7.605027433,448,71,551,0,0,0
8/1/19,11.82,4.429999828,4375.330078,4.699999809,4375.600098,7.774430009,457,65.5,554,0,0,0
8/2/19,12.03,4.429999828,4375.330078,4.699999809,4375.600098,7.800577947,470,58.7,558,0,0,0
8/3/19,11.86,4.429999828,4375.330078,4.699999809,4375.600098,7.71001945,474,58.2,568,0,0,0
8/4/19,11.43,4.429999828,4375.330078,4.699999809,4375.600098,8.399403157,480,59.5,572,0,0,0
8/5/19,12.43,4.429999828,4375.330078,4.699999809,4375.600098,8.71309409,501,50.5,581,0,0,0
8/6/19,12.98,4.429999828,4375.330078,4.699999809,4375.600098,8.317467569,483,46.9,564,0,0,0
8/7/19,11.91,4.429999828,4375.330078,4.699999809,4375.600098,7.866407912,471,49.4,559,0,0,0
8/8/19,12.02,4.429999828,4375.330078,4.699999809,4375.600098,8.422842085,476,50,564,0,0,0
8/9/19,12.08,4.429999828,4375.330078,4.699999809,4375.600098,8.940972767,474,54.9,563,0,0,0
8/10/19,12.13,4.429999828,4375.330078,4.699999809,4375.600098,9.184737557,485,67.2,591,0,0,0
8/11/19,11.93,4.429999828,4375.330078,4.699999809,4375.600098,9.286246422,494,63.7,599,0,0,0
8/12/19,13.87,4.429999828,4375.330078,4.699999809,4375.600098,8.925554281,476,59.2,576,0,0,0
8/13/19,12.66,4.429999828,4375.330078,4.699999809,4375.600098,8.297150382,461,56.3,553,0,0,0
8/14/19,12.65,4.429999828,4375.330078,4.699999809,4375.600098,7.252453297,448,58.8,543,0,0,0
8/15/19,12.11,4.429999828,4375.330078,4.699999809,4375.600098,7.866126255,443,60.3,538,0,0,0
8/16/19,12.65,4.429999828,4375.330078,4.699999809,4375.600098,7.620422058,442,57,533,0,0,0
8/17/19,11.61,4.429999828,4375.330078,4.699999809,4375.600098,7.79550861,439,54.7,534,0,0,0
8/18/19,11.26,4.429999828,4375.330078,4.699999809,4375.600098,8.834569433,457,56.3,549,0,0,0
8/19/19,13.55,4.429999828,4375.330078,4.699999809,4375.600098,9.140377255,478,57.6,577,0,0,0
8/20/19,12.74,4.429999828,4375.330078,4.699999809,4375.600098,7.843863362,470,59,571,0,0,0
8/21/19,12.26,4.429999828,4375.330078,4.699999809,4375.600098,7.625769682,440,58.9,538,0,0,0
8/22/19,12.07,4.429999828,4375.330078,4.699999809,4375.600098,8.4043287,446,59.4,541,0,0,0
8/23/19,12.45,4.437586632,4375.337667,4.62673599,4375.526762,8.608699164,460,59.6,548,0,0,0
8/24/19,11.68,4.473992911,4375.374044,4.5,4375.399902,8.210855924,457,57.9,551,0,0,0
8/25/19,11.65,4.419270724,4375.319285,4.435416728,4375.335256,9.356492454,446,53.5,531,0,0,0
8/26/19,13.12,4.504131877,4375.404104,4.465451422,4375.36532,9.842098563,479,51.5,564,0,0,0
8/27/19,12.18,4.494288146,4375.39424,4.5,4375.399902,9.443391002,472,49.2,556,0,0,0
8/28/19,12.64,4.42803808,4375.328058,4.450000048,4375.349854,8.508786984,448,50.4,533,0,0,0
8/29/19,11.91,4.354878431,4375.254823,4.400000095,4375.299805,8.321646098,429,46.3,505,0,0,0
8/30/19,12.29,4.302899279,4375.202829,4.400000095,4375.299805,8.110670527,433,45.2,504,0,0,0
8/31/19,11.26,4.212899321,4375.112786,4.400000095,4375.299805,8.273284679,407,50,488,0,0,0
9/1/19,12.47,4.28345487,4375.183348,4.336458489,4375.236201,8.937852632,386,52.6,471,0,0,0
9/2/19,11.26,4.218940813,4375.119007,4.237673564,4375.137624,9.554193104,362,52.4,439,0,0,0
9/3/19,13.56,4.141215184,4375.041213,4.135763759,4375.035799,10.76740832,334,51.5,405,0,0,0
9/4/19,12.83,4.083072911,4374.982981,4.099999905,4375,9.105442314,321,53.8,386,0.05,0,0
9/5/19,12.62,4.199687378,4375.099714,4.234027874,4375.133831,8.882044602,330,72.6,432,0,0,0
9/6/19,11.96,4.14102421,4375.041025,4.136631816,4375.036666,8.566419652,322,62.1,406,0,0,0
9/7/19,11.38,4.107590131,4375.007495,4.099999905,4375,9.376775283,318,59.4,394,0,0,0
9/8/19,12.02,4.11682285,4375.016793,4.099999905,4375,8.974734632,320,55.4,398,0,0,0
9/9/19,12.91,4.1591666,4375.059137,4.100520737,4375.000521,8.867013396,343,55.3,420,0,0,0
9/10/19,12.10,4.189131819,4375.089163,4.021354014,4374.921413,8.97851822,347,55.6,431,0,0,0
9/11/19,12.21,4.169774214,4375.069771,4.199999809,4375.100098,8.518440775,330,61.9,423,0,0,0
9/12/19,11.81,4.12954854,4375.029524,4.333680556,4375.233582,9.068306742,320,59.6,403,0,0,0
9/13/19,12.49,4.090798588,4374.990724,4.400000095,4375.299805,8.930085918,312,58.1,389,0,0,0
9/14/19,11.26,4.122326375,4375.022243,4.338715432,4375.23846,8.957007903,328,56.4,404,0,0,0
9/15/19,11.91,4.120850636,4375.020813,4.497395836,4375.397296,9.153063908,326,51.6,404,0,0,0
9/16/19,12.71,4.260086713,4375.160084,4.599999905,4375.5,9.677643829,387,52.3,470,0.01,0,0
9/17/19,12.41,4.350920094,4375.250869,4.421354242,4375.32118,9.844295057,405,58,506,0,0,0
9/18/19,12.49,4.181770736,4375.081773,4.300000191,4375.199707,8.853263172,334,62,428,0,0,0
9/19/19,11.94,4.211805509,4375.111755,4.236458282,4375.136414,9.353133133,352,64,448,0.01,0,0
9/20/19,12.61,4.266805511,4375.166753,4.199999809,4375.100098,9.176901925,362,65.3,472,0,0,0
9/21/19,11.40,4.209617911,4375.109668,4.199999809,4375.100098,9.564837054,337,67.1,442,0,0,0
9/22/19,12.25,4.196249894,4375.096261,4.26562506,4375.165466,9.60152813,331,64.9,436,0,0,0
9/23/19,13.37,4.272222219,4375.172128,4.300000191,4375.199707,7.938823502,370,59.7,477,0,0,0
9/24/19,11.46,4.279236056,4375.179195,4.300000191,4375.199707,8.611457555,381,57.1,479,0,0,0
9/25/19,12.23,4.227234697,4375.127225,4.300000191,4375.199707,8.368946819,354,58.6,455,0,0,0
9/26/19,11.65,4.202951266,4375.10298,4.364757073,4375.264527,8.716737126,353,57.3,445,0,0,0
9/27/19,12.05,4.185937367,4375.085976,4.466840309,4375.36671,8.533795123,344,56.1,438,0,0,0
9/28/19,11.20,4.215357731,4375.115329,4.377573646,4375.277356,9.381660387,349,60.6,455,0.22,0,0
9/29/19,13.12,4.376076342,4375.276026,4.300000191,4375.199707,9.77984464,382,72.9,521,0,0,0
9/30/19,13.20,4.349357612,4375.249287,4.319965449,4375.219692,9.000956589,391,62.4,513,0,0,0
10/1/19,11.79,4.285329829,4375.185265,4.300000191,4375.199707,9.37631746,377,54,485,0,0,0
10/2/19,12.66,4.211944332,4375.111962,4.231597152,4375.131571,9.110821044,348,57.9,454,0,0,0
10/3/19,12.06,4.218263778,4375.118279,4.199999809,4375.100098,9.053349465,360,53.9,457,0,0,0
10/4/19,12.42,4.163506843,4375.063513,4.199999809,4375.100098,8.279239192,343,51.2,433,0,0,0
10/5/19,11.36,4.15593744,4375.055901,4.199999809,4375.100098,8.524417982,343,54.1,434,0,0,0
10/6/19,11.96,4.272986126,4375.172874,4.213715139,4375.113759,8.410606121,375,56,486,0,0,0
10/7/19,12.21,4.258159697,4375.158088,4.199999809,4375.100098,7.919142372,378,52.1,480,0,0,0
10/8/19,11.56,4.154253387,4375.054243,4.175694277,4375.075768,7.986104429,338,51.2,429,0,0,0
10/9/19,11.41,4.12972233,4375.029514,4.100520737,4375.000521,8.421363823,324,59.8,423,0,0,0
10/10/19,11.72,4.130000114,4375.029785,4.099999905,4375,8.299569038,332,52.9,430,0,0,0
10/11/19,12.04,4.130000114,4375.029785,4.099999905,4375,8.480991479,336,51.8,432,0,0,0
10/12/19,11.42,4.130000114,4375.029785,4.099999905,4375,9.198777377,328,51.5,421,0,0,0
10/13/19,11.74,4.130000114,4375.029785,4.099999905,4375,9.225397377,327,53.2,423,0,0,0
10/14/19,13.04,4.130000114,4375.029785,4.099999905,4375,8.509794123,335,50.4,429,0,0,0
10/15/19,11.63,4.130000114,4375.029785,4.099999905,4375,8.377574694,329,44.2,406,0,0,0
10/16/19,11.74,4.130000114,4375.029785,4.099999905,4375,7.987836807,315,41,389,0,0,0
10/17/19,11.63,4.130000114,4375.029785,4.099999905,4375,9.574388072,310,40,381,0,0,0
10/18/19,11.66,4.130000114,4375.029785,4.099999905,4375,8.373510894,329,40.5,400,0,0,0
10/19/19,11.93,4.130000114,4375.029785,4.099999905,4375,8.351006578,350,41.8,430,0,0,0
10/20/19,11.54,4.130000114,4375.029785,4.099999905,4375,8.894364624,353,37.9,431,0,0,0
10/21/19,12.94,4.130000114,4375.029785,4.099999905,4375,7.316130296,345,37.5,424,0,0,0
10/22/19,11.37,4.130000114,4375.029785,4.099999905,4375,8.067832119,348,29.4,411,0,0,0
10/23/19,11.91,4.130000114,4375.029785,4.099999905,4375,7.128201361,349,27.3,408,0,0,0
10/24/19,10.94,4.130000114,4375.029785,4.099999905,4375,8.286244704,348,28.2,406,0,0,0
10/25/19,11.78,4.130000114,4375.029785,4.099999905,4375,7.931732967,347,29.6,409,0,0,0
10/26/19,10.91,4.130000114,4375.029785,4.099999905,4375,9.043391861,359,36.8,431,0,0,0
10/27/19,11.83,4.130000114,4375.029785,4.099999905,4375,9.380008731,373,37.2,460,0,0,0
10/28/19,12.50,4.130000114,4375.029785,4.099999905,4375,8.832443849,377,34.5,461,0,0,0
10/29/19,11.77,4.130000114,4375.029785,4.099999905,4375,13.20904616,391,33.6,482,0,0,0
10/30/19,12.12,4.130000114,4375.029785,4.099999905,4375,16.69222364,373,37.5,463,0,0,0
10/31/19,12.33,4.130000114,4375.029785,4.099999905,4375,17.01003713,384,37,475,0,0,0
11/1/19,11.41,4.130000114,4375.029785,4.099999905,4375,8.160731749,376,39.8,468,0,0,0
11/2/19,11.00,4.130000114,4375.029785,4.099999905,4375,9.088652856,295,43.8,377,0,0,0
11/3/19,11.69,4.130000114,4375.029785,4.099999905,4375,10.0130276,290,44.2,373,0,0,0
11/4/19,13.11,4.130000114,4375.029785,4.099999905,4375,9.193221461,292,42.5,371,0,0,0
11/5/19,11.54,4.130000114,4375.029785,4.099999905,4375,11.21773857,288,39,356,0,0,0
11/6/19,10.75,4.130000114,4375.029785,4.099999905,4375,8.284094064,283,33.9,350,0,0,0
11/7/19,10.95,4.130000114,4375.029785,4.099999905,4375,9.01637434,270,34.5,334,0,0,0
11/8/19,12.50,4.130000114,4375.029785,4.099999905,4375,7.789789905,273,32.3,338,0,0,0
11/9/19,10.22,4.130000114,4375.029785,4.099999905,4375,9.001468566,274,35.5,337,0,0,0
11/10/19,12.14,4.130000114,4375.029785,4.099999905,4375,8.830657473,281,40.1,355,0,0,0
11/11/19,11.80,4.130000114,4375.029785,4.099999905,4375,8.31219211,281,38.5,356,0,0,0
11/12/19,11.61,4.130000114,4375.029785,4.099999905,4375,9.038839531,284,36.7,353,0,0,0
11/13/19,12.56,4.130000114,4375.029785,4.099999905,4375,7.57518959,278,37.4,350,0,0,0
11/14/19,11.15,4.130000114,4375.029785,4.099999905,4375,8.089844237,273,37.3,344,0,0,0
11/15/19,12.06,4.130000114,4375.029785,4.099999905,4375,7.337378059,277,33.4,342,0,0,0
11/16/19,10.88,4.130000114,4375.029785,4.099999905,4375,8.753249312,280,31.6,341,0,0,0
11/17/19,12.27,4.130000114,4375.029785,4.099999905,4375,8.727119866,283,32.9,351,0,0,0
11/18/19,12.82,4.130000114,4375.029785,4.099999905,4375,7.272454906,281,33,349,0,0,0
11/19/19,11.20,4.130000114,4375.029785,4.099999905,4375,12.98187121,277,34.8,342,0.1,0,0
11/20/19,12.30,4.130000114,4375.029785,4.099999905,4375,14.24340134,282,51.9,369,0.02,0,0
11/21/19,11.77,4.130000114,4375.029785,4.099999905,4375,12.49802364,277,48.5,362,0,0,0
11/22/19,11.32,4.130000114,4375.029785,4.099999905,4375,8.191430059,285,43,362,0,0,0
11/23/19,11.88,4.130000114,4375.029785,4.099999905,4375,8.699648483,285,43.4,365,0,0,0
11/24/19,11.94,4.130000114,4375.029785,4.099999905,4375,8.398753857,284,44.4,366,0,0,0
11/25/19,12.73,4.130000114,4375.029785,4.099999905,4375,8.248985362,281,43.6,359,0,0,0
11/26/19,12.70,4.130000114,4375.029785,4.099999905,4375,7.871994156,281,40.5,361,0.09,0,0
11/27/19,11.65,4.130000114,4375.029785,4.099999905,4375,7.981802331,300,47.2,384,0,0,0
11/28/19,11.71,4.130000114,4375.029785,4.099999905,4375,8.398887625,296,43.5,381,0.18,2.8,0
11/29/19,12.47,4.130000114,4375.029785,4.099999905,4375,7.819178722,298,45.6,383,0.01,0.2,3.1
11/30/19,11.97,4.130000114,4375.029785,4.099999905,4375,8.935674257,291,41.9,371,0,0,1.2
12/1/19,11.88,4.130000114,4375.029785,4.099999905,4375,10.85018401,318,60,439,0.56,1.5,1.2
12/2/19,14.30,4.130000114,4375.029785,4.099999905,4375,8.594040907,368,113,576,0.1,0,2
12/3/19,11.76,4.130000114,4375.029785,4.099999905,4375,8.589946873,343,80.5,497,0,0,0
12/4/19,12.88,4.130000114,4375.029785,4.099999905,4375,13.71487185,310,63.2,430,0.05,0.3,0
12/5/19,11.96,4.130000114,4375.029785,4.099999905,4375,14.02167374,288,55,388,0,0,0
12/6/19,12.56,4.130000114,4375.029785,4.099999905,4375,12.43804148,282,48.2,370,0.01,0,0
12/7/19,12.31,4.130000114,4375.029785,4.099999905,4375,9.01332684,393,79.6,521,0.76,0,0
12/8/19,14.21,4.130000114,4375.029785,4.099999905,4375,11.13582681,560,248,908,0.09,0,0
12/9/19,13.64,4.130000114,4375.029785,4.099999905,4375,8.818536284,396,91.5,581,0,0,0
12/10/19,12.61,4.130000114,4375.029785,4.099999905,4375,8.514247885,332,67.8,477,0,0,0
12/11/19,12.15,4.130000114,4375.029785,4.099999905,4375,7.443402829,307,59.6,425,0,0,0
12/12/19,10.89,4.130000114,4375.029785,4.099999905,4375,8.39982139,321,59.2,435,0,0,0
12/13/19,12.87,4.130000114,4375.029785,4.099999905,4375,7.124407664,414,59.3,550,0,0,0
12/14/19,10.52,4.130000114,4375.029785,4.099999905,4375,8.982403909,406,56.7,536,0.01,0,0
12/15/19,12.87,4.130000114,4375.029785,4.099999905,4375,9.311745318,361,54.1,503,0.05,0.8,1.2
12/16/19,12.79,4.130000114,4375.029785,4.099999905,4375,8.436275609,291,50.1,411,0,0,0
12/17/19,11.98,4.130000114,4375.029785,4.099999905,4375,9.125843513,292,45.8,395,0,0,0
12/18/19,12.40,4.130000114,4375.029785,4.099999905,4375,11.6640258,288,46.4,393,0,0,0
12/19/19,12.38,4.130000114,4375.029785,4.099999905,4375,7.646064165,290,47.5,393,0,0,0
12/20/19,10.67,4.130000114,4375.029785,4.099999905,4375,7.701876672,283,48.7,387,0,0,0
12/21/19,12.86,4.130000114,4375.029785,4.099999905,4375,8.500379607,280,48.8,387,0,0,0
12/22/19,11.12,4.130000114,4375.029785,4.099999905,4375,8.037468119,284,49.8,385,0,0,0
12/23/19,12.69,4.087743104,4374.987595,4.054340226,4374.954296,7.948822887,286,54.7,395,0.04,0,0
12/24/19,12.24,4.002118101,4374.902006,4,4374.899902,8.200778439,277,52.6,382,0,0,0
12/25/19,11.91,3.93307298,4374.833023,4,4374.899902,7.324378786,258,50,354,0,0,0
12/26/19,11.06,3.964322951,4374.864325,3.958333333,4374.858236,8.060075577,271,50.6,367,0,0,0
12/27/19,13.04,3.970400028,4374.870372,4.00428571,4374.904192,9.050947578,267,48.5,364,0,0,0
12/28/19,10.36,3.970400028,4374.870372,4.00428571,4374.904192,9.90435089,280,49.2,377,0,0,0
12/29/19,10.70,3.970400028,4374.870372,4.00428571,4374.904192,9.655272647,285,50.9,391,0.02,0,0
12/30/19,10.56,3.970400028,4374.870372,4.00428571,4374.904192,8.373665811,286,55.2,397,0,0,0
12/31/19,11.00,3.976609611,4374.876635,4,4374.899902,9.553671155,274,52.3,377,0,0,0
1/1/20,12.28,3.963211841,4374.863193,4,4374.899902,8.201950851,271,49.6,367,0,0,0
1/2/20,11.95,3.981857666,4374.881822,4,4374.899902,9.080681301,279,48.8,374,0,0,0
1/3/20,12.66,3.969583362,4374.869573,4,4374.899902,9.382522132,273,49.2,370,0,0,0
1/4/20,11.56,3.980746585,4374.880664,4,4374.899902,8.847434961,279,47.3,374,0,0,0
1/5/20,12.33,3.970121556,4374.870125,4,4374.899902,9.01584768,278,42.6,370,0,0,0
1/6/20,13.21,3.943541706,4374.843529,4,4374.899902,8.240197409,270,41.4,359,0,0,0
1/7/20,11.94,3.926561474,4374.826506,3.978245635,4374.878127,9.38817451,269,42.4,352,0,0,0
1/8/20,12.20,3.959652816,4374.859646,4,4374.899902,7.207176054,274,45,363,0,0,0
1/9/20,11.28,3.976440995,4374.876477,4,4374.899902,7.84379252,279,45,369,0,0,0
1/10/20,11.12,3.922482636,4374.822422,3.959027817,4374.85889,8.08189349,257,42.1,347,0,0,0
1/11/20,10.88,3.86236106,4374.762264,3.900000095,4374.799805,8.582508229,239,41.5,322,0,0,0
1/12/20,11.96,3.850017279,4374.749904,3.900000095,4374.799805,8.97571871,233,39.2,317,0,0,0
1/13/20,10.32,3.835555474,4374.735441,3.900000095,4374.799805,10.07770916,226,39.5,312,0,0,0
1/14/20,8.71,3.813020773,4374.712858,3.907291742,4374.807117,9.667785528,224,38.4,304,0,0,0
1/15/20,8.81,3.822065903,4374.721933,3.922048685,4374.821875,6.752801248,227,37.2,307,0,0,0
1/16/20,8.44,3.886458339,4374.786372,3.989409719,4374.889315,7.31717034,249,37.9,332,0.1,0.4,0
1/17/20,9.97,3.901562564,4374.801496,4.00729166,4374.907201,7.903318738,249,43.1,338,0,0,0
1/18/20,11.22,3.897447972,4374.797381,3.925000012,4374.82489,9.706270257,249,41.3,335,0,0,0
