Date,North Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),North Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/25/18,13.57,3.94786464,4374.847796,3.986111111,4374.886013,2.55,276,33.4,358,0,0,0
9/26/18,13.63,3.911840357,4374.811799,3.972222222,4374.872125,2.99,264,35.3,342,0,0,0
9/27/18,13.67,3.89531256,4374.795242,3.918750064,4374.818587,3.29,259,37,336,0,0,0
9/28/18,12.87,3.96208074,4374.862015,4.007643297,4374.907561,2.51,275,39.1,365,0,0,0
9/29/18,13.74,3.949895899,4374.849851,4.092881849,4374.992882,2.81,271,41.5,360,0,0,0
9/30/18,14.01,3.965555608,4374.865514,4.099999905,4375,2.90,273,37.8,364,0,0,0
10/1/18,13.57,4.024635455,4374.924544,4.3026042,4375.202472,2.66,297,38.3,391,0,0,0
10/2/18,12.91,3.957733124,4374.857642,4.284321964,4375.184296,2.49,271,38.8,360,0,0,0
10/3/18,13.43,3.882393635,4374.782299,4.128014056,4375.028048,9.67,244,45.7,332,0.1,0,0
10/4/18,14.23,3.901140367,4374.801073,3.973684236,4374.873561,3.92,232,47.7,336,0.05,0,0
10/5/18,13.76,3.841616797,4374.741496,3.82126539,4374.721014,2.60,227,41.7,316,0.02,0,0
10/6/18,14.23,3.936232665,4374.836132,3.786805508,4374.686513,2.69,259,44.9,356,0.09,0,0
10/7/18,14.75,3.927413264,4374.827342,3.825520894,4374.725392,2.96,246,47.1,348,0,0,0
10/8/18,14.31,3.922847276,4374.822783,3.893229262,4374.793034,2.60,249,42.6,347,0,0,0
10/9/18,13.66,3.916024376,4374.815962,3.892013973,4374.791811,2.47,256,40.8,344,0,0,0
10/10/18,13.74,3.896024363,4374.795947,3.852951436,4374.752724,2.44,253,38.9,337,0,0,0
10/11/18,13.47,3.868576393,4374.768461,3.886458428,4374.786263,9.56,245,36.7,326,0,0,0
10/12/18,14.10,3.859982573,4374.759866,3.893229262,4374.793034,2.71,233,40.1,322,0,0,0
10/13/18,14.20,3.916979182,4374.816902,3.893229262,4374.793034,2.70,251,40.7,346,0,0,0
10/14/18,14.73,4.055503546,4374.955338,4.03298608,4374.932921,2.90,297,45.4,404,0,0,0
10/15/18,13.76,4.121874995,4375.021783,4.099999905,4375,2.51,335,43.5,431,0,0,0
10/16/18,13.65,4.139982621,4375.039903,4.159374841,4375.05944,2.46,347,40.9,438,0,0,0
10/17/18,13.64,4.079357658,4374.97924,4.127430427,4375.027464,2.54,324,39.6,408,0,0,0
10/18/18,13.60,4.045816048,4374.945641,4.099999905,4375,2.41,313,39,394,0,0,0
10/19/18,13.47,4.005017433,4374.904905,3.97430558,4374.874183,2.33,304,36.2,376,0,0,0
10/20/18,14.01,4.019548682,4374.919399,3.95954865,4374.859411,2.70,310,34.3,380,0,0,0
10/21/18,15.18,4.005833385,4374.905729,3.986111111,4374.886013,3.21,309,29.8,376,0,0,0
10/22/18,14.57,4.002847272,4374.902768,4,4374.899902,2.80,308,32.9,373,0,0,0
10/23/18,13.96,3.993107701,4374.893024,3.979166667,4374.879069,2.46,303,32.3,367,0,0,0
10/24/18,13.78,3.986284738,4374.886231,3.833333333,4374.733236,2.40,302,32.3,363,0,0,0
10/25/18,13.59,4.012569468,4374.912462,3.979166667,4374.879069,2.34,305,31.7,368,0,0,0
10/26/18,13.62,4.009505015,4374.90939,3.984158416,4374.884061,2.45,305,30.7,375,0,0,0
10/27/18,13.87,3.993541718,4374.893462,3.986111111,4374.886013,2.63,295,27.9,366,0,0,0
10/28/18,14.36,4.015173655,4374.915072,3.986111111,4374.886013,2.80,306,27.2,376,0,0,0
10/29/18,13.90,4.04447924,4374.944306,4.052430492,4374.952398,2.44,313,26.4,386,0,0,0
10/30/18,13.82,4.035017435,4374.934861,4.019618024,4374.919553,2.35,312,28.5,383,0,0,0
10/31/18,13.52,4.044878552,4374.944699,4.062152712,4374.962123,2.23,310,30.6,385,0,0,0
11/1/18,13.56,4.010850744,4374.910759,4.070659655,4374.970631,2.35,305,31.6,371,0,0,0
11/2/18,13.54,4.027395892,4374.927277,4.067013812,4374.966995,2.65,307,34.1,377,0,0,0
11/3/18,14.18,4.045034784,4374.944896,4.027777745,4374.927714,2.80,318,31.5,385,0,0,0
11/4/18,14.54,4.066050073,4374.965878,4.055499941,4374.955463,2.88,322,30.7,393,0,0,0
11/5/18,12.90,4.21064231,4375.110597,4.201215289,4375.101106,2.46,375,29.4,460,0,0,0
11/6/18,13.94,4.193177034,4375.093129,4.231249928,4375.131226,2.46,369,28.9,449,0,0,0
11/7/18,13.97,4.203420081,4375.103382,4.185416477,4375.085514,2.60,367,28.8,453,0,0,0
11/8/18,14.08,4.213090216,4375.113056,4.228993032,4375.12892,2.64,370,31.1,461,0,0,0
11/9/18,12.59,4.259166674,4375.159062,4.285069635,4375.184777,2.67,382,27.1,479,0,0,0
11/10/18,14.22,4.281632025,4375.181452,4.285069635,4375.184777,3.02,392,26.8,489,0,0,0
11/11/18,14.85,4.310486168,4375.210331,4.285069635,4375.184777,3.09,393,27.7,500,0,0,0
11/12/18,14.41,4.273333391,4375.173176,4.270139078,4375.169847,3.15,386,26,483,0,0,0
11/13/18,11.87,4.295468818,4375.195301,4.292534913,4375.192242,2.72,387,28,493,0,0,0
11/14/18,13.78,4.26175356,4375.161566,4.301215427,4375.200965,2.63,377,29,476,0,0,0
11/15/18,13.95,4.120833332,4375.020743,4.135937357,4375.035986,2.70,329,28.9,409,0,0,0
11/16/18,12.92,3.983194496,4374.883158,4.012673599,4374.912588,2.62,282,29.6,351,0,0,0
11/17/18,14.46,3.992656279,4374.89262,4.195139017,4375.09491,4.45,281,31.9,355,0,0,0
11/18/18,16.05,3.997031278,4374.896972,4.358854294,4375.258626,4.76,279,32.3,357,0,0,0
11/19/18,14.47,3.967482677,4374.867452,4.377083428,4375.276889,2.54,270,31.3,345,0,0,0
11/20/18,14.20,3.961875036,4374.861862,4.377083428,4375.276889,2.92,269,31.8,343,0,0,0
11/21/18,14.28,3.939600752,4374.839568,4.400000095,4375.299805,2.77,256,33,334,0.16,0,0
11/22/18,14.86,4.109982658,4375.009878,4.326388931,4375.226248,3.80,294,45.6,406,0.15,0,0
11/23/18,13.21,4.046475752,4374.946319,4.350173732,4375.249953,2.54,282,36.7,377,0,0,0
11/24/18,13.88,4.095607651,4374.995498,4.513888846,4375.413835,2.76,304,32.8,399,0,0,0
11/25/18,14.43,4.037326475,4374.93715,4.683680365,4375.583778,3.01,280,31.4,373,0,0,0
11/26/18,13.83,4.027048676,4374.926899,4.573263819,4375.473238,2.59,278,29.2,369,0,0,0
11/27/18,13.40,3.991805599,4374.891725,4.482118035,4375.382041,2.51,268,30,354,0,0,0
11/28/18,13.24,4.005989642,4374.905878,4.526736071,4375.42668,2.53,276,30,361,0,0,0
11/29/18,14.97,4.442847254,4375.342718,4.519444408,4375.419384,2.87,337,98.5,539,0.61,0,0
11/30/18,13.40,4.050677116,4374.950585,4.034548572,4374.934491,2.50,268,61.9,379,0,0,0
12/1/18,11.13,4.021250048,4374.921141,3.993055556,4374.892958,2.70,277,50.5,367,0.08,0.3,0
12/2/18,14.62,4.010156301,4374.910055,3.979166667,4374.879069,2.91,274,46.4,362,0,0,0
12/3/18,13.98,3.964461849,4374.864427,3.986111111,4374.886013,2.50,264,39.7,344,0,0,0
12/4/18,13.65,3.980034771,4374.879974,4,4374.899902,2.62,273,38.7,350,0.12,1.8,0
12/5/18,13.95,3.998736523,4374.898638,4,4374.899902,2.90,272,44.8,358,0.14,2.7,2
12/6/18,13.57,3.972915922,4374.87291,3.985018727,4374.884921,7.24,263,45,348,0,0,1.2
12/7/18,13.61,3.944288248,4374.844271,3.979166667,4374.879069,3.19,253,40.2,336,0,0,1.2
12/8/18,14.05,3.946614634,4374.846575,3.922569505,4374.82241,2.79,260,40.7,337,0,0,1.2
12/9/18,14.49,3.969600728,4374.869616,3.95538198,4374.855247,3.45,262,41.2,346,0,0,0
12/10/18,13.80,3.948593799,4374.848572,3.993055556,4374.892958,2.59,257,40.9,337,0,0,0
12/11/18,13.59,3.931562565,4374.831522,3.960590302,4374.860468,7.08,252,40.9,331,0,0,0
12/12/18,13.53,3.90895842,4374.808884,4.029166639,4374.929097,2.50,246,40,322,0,0,0
12/13/18,13.43,3.901109229,4374.801043,4.170246494,4375.070133,2.41,248,39.5,319,0,0,0
12/14/18,13.28,4.165624976,4375.065554,4.255208522,4375.154917,2.66,341,41.8,432,0,0,0
12/15/18,13.00,4.244409701,4375.144334,4.353993187,4375.25376,4.26,369,40.4,468,0,0,0
12/16/18,15.20,4.302152849,4375.201982,4.461284759,4375.361149,9.05,384,39.1,495,0,0,0
12/17/18,13.53,4.297690979,4375.197586,4.367534849,4375.267308,2.61,377,39.7,487,0,0,0
12/18/18,13.03,4.309999943,4375.209961,4.300000191,4375.199707,2.50,344,41,439,0,0,0
12/19/18,13.15,4.309999943,4375.209961,4.300000191,4375.199707,2.42,336,41.3,429,0,0,0
12/20/18,13.13,4.309999943,4375.209961,4.300000191,4375.199707,4.35,331,41.6,421,0,0,0
12/21/18,12.30,4.309999943,4375.209961,4.300000191,4375.199707,2.44,344,39.6,435,0,0,0
12/22/18,13.77,4.309999943,4375.209961,4.300000191,4375.199707,2.70,352,39.7,450,0,0,0
12/23/18,13.63,4.309999943,4375.209961,4.300000191,4375.199707,2.68,340,39.7,437,0.02,0,0
12/24/18,15.16,4.309999943,4375.209961,4.300000191,4375.199707,4.89,435,67.1,573,0.73,0,0
12/25/18,14.71,4.309999943,4375.209961,4.300000191,4375.199707,4.51,427,138,676,0,0,0
12/26/18,14.22,4.309999943,4375.209961,4.300000191,4375.199707,2.76,361,58,493,0,0,0
12/27/18,14.25,4.309999943,4375.209961,4.300000191,4375.199707,3.32,349,47.8,462,0,0,0
12/28/18,14.35,4.309999943,4375.209961,4.300000191,4375.199707,2.75,334,45.2,438,0,0,0
12/29/18,14.43,4.309999943,4375.209961,4.300000191,4375.199707,4.63,334,42.3,431,0,0,0
12/30/18,14.80,4.309999943,4375.209961,4.300000191,4375.199707,3.54,350,42.3,451,0,0,0
12/31/18,15.11,4.309999943,4375.209961,4.300000191,4375.199707,3.06,346,43,449,0,0,0
1/1/19,14.51,4.309999943,4375.209961,4.300000191,4375.199707,2.86,335,39.5,426,0,0,0
1/2/19,14.32,4.309999943,4375.209961,4.300000191,4375.199707,2.85,356,37.1,438,0,0,0
1/3/19,14.11,4.309999943,4375.209961,4.300000191,4375.199707,3.03,369,38,462,0,0,0
1/4/19,14.04,4.309999943,4375.209961,4.300000191,4375.199707,2.80,346,39.4,447,0,0,0
1/5/19,14.28,4.309999943,4375.209961,4.300000191,4375.199707,3.59,338,39.4,430,0.01,0,0
1/6/19,14.53,4.309999943,4375.209961,4.300000191,4375.199707,3.80,361,39.8,465,0.77,3.9,0
1/7/19,15.45,4.309999943,4375.209961,4.300000191,4375.199707,3.66,416,69.3,576,0.06,0.1,3.1
1/8/19,13.13,4.309999943,4375.209961,4.300000191,4375.199707,4.44,353,83.6,529,0,0,2
1/9/19,14.05,4.309999943,4375.209961,4.300000191,4375.199707,3.00,362,68.6,509,0.01,0,0
1/10/19,14.02,4.309999943,4375.209961,4.300000191,4375.199707,2.90,366,62,503,0,0,0
1/11/19,14.11,4.309999943,4375.209961,4.300000191,4375.199707,2.90,318,52.8,431,0,0,0
1/12/19,14.54,4.309999943,4375.209961,4.300000191,4375.199707,3.19,315,50.6,419,0,0,0
1/13/19,14.93,4.309999943,4375.209961,4.300000191,4375.199707,3.42,330,48.3,440,0,0,0
1/14/19,14.04,4.309999943,4375.209961,4.300000191,4375.199707,2.91,330,46.6,439,0,0,0
1/15/19,13.87,4.309999943,4375.209961,4.300000191,4375.199707,2.83,347,47.7,453,0.48,1.6,1.2
1/16/19,15.42,4.309999943,4375.209961,4.300000191,4375.199707,3.64,418,95,589,0.55,0,1.2
1/17/19,19.36,4.309999943,4375.209961,4.300000191,4375.199707,11.87,922,512,1600,0.57,0,0
1/18/19,16.54,4.309999943,4375.209961,4.300000191,4375.199707,3.98,445,192,771,0,0,0
1/19/19,15.53,4.309999943,4375.209961,4.300000191,4375.199707,3.97,331,94.4,523,0,0,0
1/20/19,16.82,4.309999943,4375.209961,4.300000191,4375.199707,6.93,560,131,746,0.47,0,0
1/21/19,17.76,4.309999943,4375.209961,4.300000191,4375.199707,6.84,544,225,888,0,0.2,0
1/22/19,16.84,4.309999943,4375.209961,4.300000191,4375.199707,4.84,386,93,586,0,0,0
1/23/19,15.56,4.309999943,4375.209961,4.300000191,4375.199707,3.66,371,72.6,537,0,0,0
1/24/19,15.38,4.309999943,4375.209961,4.300000191,4375.199707,3.23,345,65.5,488,0,0,0
1/25/19,15.08,4.309999943,4375.209961,4.300000191,4375.199707,3.54,345,62.2,483,0,0,0
1/26/19,15.48,4.309999943,4375.209961,4.300000191,4375.199707,5.23,347,55.2,468,0,0,0
1/27/19,15.03,4.309999943,4375.209961,4.300000191,4375.199707,5.76,343,51.2,457,0,0,0
1/28/19,15.45,4.309999943,4375.209961,4.300000191,4375.199707,11.87,355,48.9,469,0,0,0
1/29/19,16.23,4.309999943,4375.209961,4.300000191,4375.199707,5.37,352,48.2,467,0,0,0
1/30/19,14.81,4.309999943,4375.209961,4.300000191,4375.199707,3.09,353,47.2,466,0,0,0
1/31/19,14.49,4.309999943,4375.209961,4.300000191,4375.199707,2.97,347,48.4,458,0,0,0
2/1/19,14.27,4.309999943,4375.209961,4.300000191,4375.199707,3.17,350,49.7,467,0,0,0
2/2/19,16.49,4.309999943,4375.209961,4.300000191,4375.199707,5.27,494,98.5,662,0.46,0,0
2/3/19,15.62,4.309999943,4375.209961,4.300000191,4375.199707,5.49,513,117,714,0.31,0.6,0
2/4/19,17.46,4.309999943,4375.209961,4.300000191,4375.199707,8.01,441,156,708,0.16,1.5,1.2
2/5/19,15.56,4.309999943,4375.209961,4.300000191,4375.199707,3.32,362,90.1,548,0.02,0.6,1.2
2/6/19,15.34,4.309999943,4375.209961,4.300000191,4375.199707,3.24,360,68.7,512,0,0,1.2
2/7/19,15.34,4.309999943,4375.209961,4.300000191,4375.199707,3.25,341,58.6,469,0,0,0
2/8/19,15.30,4.309999943,4375.209961,4.300000191,4375.199707,3.22,350,55.1,479,0,0,0
2/9/19,15.87,4.309999943,4375.209961,4.300000191,4375.199707,3.52,344,54.5,468,0.15,3,0
2/10/19,11.37,4.309999943,4375.209961,4.300000191,4375.199707,2.63,376,61.9,524,0.17,4.1,5.1
2/11/19,15.39,4.309999943,4375.209961,4.300000191,4375.199707,3.94,366,58.9,503,0,0,3.1
2/12/19,15.13,4.309999943,4375.209961,4.300000191,4375.199707,8.55,348,55.1,473,0,0,2
2/13/19,18.83,4.309999943,4375.209961,4.300000191,4375.199707,8.72,666,253,991,0.74,0,0
2/14/19,23.88,4.309999943,4375.209961,4.300000191,4375.199707,15.10,2430,1270,3940,1.2,0.1,0
2/15/19,24.62,4.309999943,4375.209961,4.300000191,4375.199707,8.29,1660,760,2910,0.12,1.9,0
2/16/19,19.02,4.309999943,4375.209961,4.300000191,4375.199707,6.96,1060,197,1390,0.01,0.2,0
2/17/19,18.45,4.309999943,4375.209961,4.300000191,4375.199707,4.91,817,129,1060,0.32,4,0
2/18/19,17.27,4.309999943,4375.209961,4.300000191,4375.199707,5.75,684,109,920,0,0,3.9
2/19/19,18.28,4.309999943,4375.209961,4.300000191,4375.199707,8.65,584,97,817,0,0,1.2
2/20/19,17.45,4.309999943,4375.209961,4.300000191,4375.199707,4.16,525,89.7,753,0,0,0
2/21/19,16.95,4.309999943,4375.209961,4.300000191,4375.199707,3.63,485,85,711,0.08,1.2,0
2/22/19,16.96,4.309999943,4375.209961,4.300000191,4375.199707,3.55,516,78.9,722,0,0,0
2/23/19,17.21,4.309999943,4375.209961,4.300000191,4375.199707,4.86,709,73.9,865,0,0,0
2/24/19,17.65,4.309999943,4375.209961,4.300000191,4375.199707,5.11,897,74.5,1030,0,0,0
2/25/19,16.91,4.309999943,4375.209961,4.300000191,4375.199707,4.21,916,74.4,1050,0,0,0
2/26/19,16.31,4.309999943,4375.209961,4.300000191,4375.199707,3.38,1360,98.4,1450,0,0,0
2/27/19,16.37,4.309999943,4375.209961,4.300000191,4375.199707,3.41,1720,182,1930,0.1,0,0
2/28/19,16.07,4.309999943,4375.209961,4.300000191,4375.199707,3.33,1750,174,1980,0,0,0
3/1/19,15.87,4.309999943,4375.209961,4.300000191,4375.199707,3.26,1640,119,1820,0,0,0
3/2/19,16.70,4.309999943,4375.209961,4.300000191,4375.199707,3.69,1650,105,1800,0.12,0,0
3/3/19,17.26,4.309999943,4375.209961,4.300000191,4375.199707,3.97,1670,108,1830,0.08,0,0
3/4/19,16.40,4.309999943,4375.209961,4.300000191,4375.199707,3.53,1740,113,1900,0,0,0
3/5/19,16.18,4.309999943,4375.209961,4.300000191,4375.199707,3.57,1750,101,1870,0.05,0,0
3/6/19,16.84,4.309999943,4375.209961,4.300000191,4375.199707,3.65,1840,138,2040,0.31,0,0
3/7/19,16.08,4.309999943,4375.209961,4.300000191,4375.199707,3.39,1870,204,2150,0,0,0
3/8/19,15.90,4.309999943,4375.209961,4.300000191,4375.199707,3.30,1810,133,1990,0,0,0
3/9/19,16.53,4.309999943,4375.209961,4.300000191,4375.199707,4.08,1750,115,1900,0,0,0
3/10/19,17.00,4.309999943,4375.209961,4.300000191,4375.199707,3.93,1700,107,1840,0,0,0
3/11/19,16.00,4.309999943,4375.209961,4.300000191,4375.199707,3.33,1680,102,1840,0,0,0
3/12/19,15.87,4.309999943,4375.209961,4.300000191,4375.199707,3.31,1660,99.8,1800,0.02,0,0
3/13/19,15.74,4.309999943,4375.209961,4.300000191,4375.199707,3.21,1630,95.3,1770,0,0,0
3/14/19,15.74,4.309999943,4375.209961,4.300000191,4375.199707,3.20,1610,92.1,1730,0,0,0
3/15/19,15.64,4.309999943,4375.209961,4.300000191,4375.199707,3.19,1580,91.4,1690,0,0,0
3/16/19,15.99,4.309999943,4375.209961,4.300000191,4375.199707,3.86,1610,90.9,1750,0,0,0
3/17/19,16.17,4.309999943,4375.209961,4.300000191,4375.199707,3.77,1670,90.1,1810,0,0,0
3/18/19,15.32,4.309999943,4375.209961,4.300000191,4375.199707,3.18,1740,90.6,1850,0,0,0
3/19/19,15.19,4.309999943,4375.209961,4.300000191,4375.199707,3.13,2000,97.7,2140,0,0,0
3/20/19,15.08,4.309999943,4375.209961,4.300000191,4375.199707,3.06,2150,112,2310,0.04,0,0
3/21/19,15.26,4.309999943,4375.209961,4.300000191,4375.199707,3.08,2170,115,2330,0.01,0,0
3/22/19,15.16,4.309999943,4375.209961,4.300000191,4375.199707,3.05,2150,110,2300,0.01,0,0
3/23/19,17.15,4.309999943,4375.209961,4.300000191,4375.199707,3.74,2170,151,2400,0.37,0.4,0
3/24/19,16.40,4.309999943,4375.209961,4.300000191,4375.199707,3.58,2130,122,2290,0,0,0
3/25/19,15.71,4.309999943,4375.209961,4.300000191,4375.199707,3.24,2220,118,2380,0,0,0
3/26/19,15.29,4.309999943,4375.209961,4.300000191,4375.199707,3.12,2310,125,2440,0,0,0
3/27/19,15.53,4.309999943,4375.209961,4.300000191,4375.199707,3.17,2510,143,2610,0.11,0,0
3/28/19,15.50,4.309999943,4375.209961,4.300000191,4375.199707,3.13,2530,164,2680,0,0,0
3/29/19,15.36,4.309999943,4375.209961,4.300000191,4375.199707,3.10,2310,131,2440,0,0,0
3/30/19,15.69,4.309999943,4375.209961,4.300000191,4375.199707,3.34,2230,121,2360,0,0,0
3/31/19,15.97,4.309999943,4375.209961,4.300000191,4375.199707,3.50,2260,119,2370,0,0,0
4/1/19,15.51,4.309999943,4375.209961,4.300000191,4375.199707,3.29,2350,123,2440,0.11,0,0
4/2/19,15.45,4.309999943,4375.209961,4.300000191,4375.199707,3.28,2680,132,2800,0.06,0,0
4/3/19,15.57,4.309999943,4375.209961,4.300000191,4375.199707,3.27,2840,124,2920,0,0,0
4/4/19,15.75,4.309999943,4375.209961,4.300000191,4375.199707,3.31,2840,121,2910,0,0,0
4/5/19,15.79,4.309999943,4375.209961,4.300000191,4375.199707,3.33,2880,122,2920,0,0,0
4/6/19,16.14,4.309999943,4375.209961,4.300000191,4375.199707,3.53,2940,121,2950,0,0,0
4/7/19,16.44,4.309999943,4375.209961,4.300000191,4375.199707,3.75,3110,123,3110,0,0,0
4/8/19,15.60,4.309999943,4375.209961,4.300000191,4375.199707,3.28,3640,145,3560,0.04,0,0
4/9/19,15.71,4.309999943,4375.209961,4.300000191,4375.199707,3.25,4700,189,4820,0.03,0,0
4/10/19,15.72,4.309999943,4375.209961,4.300000191,4375.199707,3.23,4100,144,4200,0,0,0
4/11/19,15.64,4.309999943,4375.209961,4.300000191,4375.199707,3.19,3790,122,3910,0,0,0
4/12/19,15.63,4.309999943,4375.209961,4.300000191,4375.199707,3.20,3610,117,3720,0,0,0
4/13/19,16.11,4.309999943,4375.209961,4.300000191,4375.199707,3.52,3630,116,3710,0,0,0
4/14/19,16.42,4.309999943,4375.209961,4.300000191,4375.199707,3.71,3710,118,3800,0,0,0
4/15/19,15.77,4.309999943,4375.209961,4.300000191,4375.199707,3.36,3710,121,3840,0,0,0
4/16/19,15.39,4.309999943,4375.209961,4.300000191,4375.199707,3.20,3680,116,3820,0,0,0
4/17/19,15.34,4.309999943,4375.209961,4.300000191,4375.199707,3.23,3680,116,3750,0,0,0
4/18/19,15.19,4.309999943,4375.209961,4.300000191,4375.199707,3.20,3740,122,3760,0,0,0
4/19/19,15.30,4.309999943,4375.209961,4.300000191,4375.199707,3.24,3960,128,4000,0,0,0
4/20/19,15.68,4.309999943,4375.209961,4.300000191,4375.199707,3.42,4140,134,4210,0,0,0
4/21/19,16.11,4.309999943,4375.209961,4.300000191,4375.199707,3.56,4060,129,4180,0,0,0
4/22/19,15.55,4.309999943,4375.209961,4.300000191,4375.199707,3.33,3980,119,4060,0,0,0
4/23/19,16.42,4.309999943,4375.209961,4.300000191,4375.199707,8.39,4010,128,4050,0,0,0
4/24/19,15.76,4.309999943,4375.209961,4.300000191,4375.199707,4.52,4160,144,4220,0,0,0
4/25/19,15.55,4.309999943,4375.209961,4.300000191,4375.199707,3.36,4350,152,4410,0,0,0
4/26/19,16.03,4.309999943,4375.209961,4.300000191,4375.199707,4.02,4290,156,4360,0,0,0
4/27/19,16.25,4.309999943,4375.209961,4.300000191,4375.199707,3.63,4220,158,4340,0,0,0
4/28/19,16.46,4.309999943,4375.209961,4.300000191,4375.199707,3.73,4110,159,4290,0,0,0
4/29/19,15.77,4.309999943,4375.209961,4.300000191,4375.199707,3.39,3930,156,4100,0,0,0
4/30/19,15.59,4.309999943,4375.209961,4.300000191,4375.199707,3.27,3790,141,3980,0,0,0
5/1/19,15.78,4.309999943,4375.209961,4.300000191,4375.199707,6.49,3570,123,3710,0,0,0
5/2/19,15.73,4.309999943,4375.209961,4.300000191,4375.199707,3.49,3390,118,3560,0,0,0
5/3/19,15.50,4.309999943,4375.209961,4.300000191,4375.199707,3.32,3340,131,3500,0,0,0
5/4/19,15.85,4.309999943,4375.209961,4.300000191,4375.199707,3.57,3370,139,3520,0,0,0
5/5/19,16.30,4.309999943,4375.209961,4.300000191,4375.199707,3.74,3420,144,3600,0.01,0,0
5/6/19,15.75,4.309999943,4375.209961,4.300000191,4375.199707,3.44,3500,149,3670,0,0,0
5/7/19,15.66,4.309999943,4375.209961,4.300000191,4375.199707,3.39,3500,155,3660,0,0,0
5/8/19,15.51,4.309999943,4375.209961,4.300000191,4375.199707,3.34,3560,162,3740,0,0,0
5/9/19,15.37,4.309999943,4375.209961,4.300000191,4375.199707,3.33,3570,167,3770,0,0,0
5/10/19,14.21,4.309999943,4375.209961,4.300000191,4375.199707,3.26,3490,168,3720,0,0,0
5/11/19,15.76,4.309999943,4375.209961,4.300000191,4375.199707,3.50,3360,168,3580,0,0,0
5/12/19,15.88,4.309999943,4375.209961,4.300000191,4375.199707,3.65,3440,168,3600,0,0,0
5/13/19,15.76,4.309999943,4375.209961,4.300000191,4375.199707,3.45,3510,169,3690,0,0,0
5/14/19,15.57,4.309999943,4375.209961,4.300000191,4375.199707,3.37,3340,174,3520,0,0,0
5/15/19,15.61,4.309999943,4375.209961,4.300000191,4375.199707,3.32,3200,168,3350,0,0,0
5/16/19,15.88,4.309999943,4375.209961,4.300000191,4375.199707,3.35,3350,169,3510,0,0,0
5/17/19,15.90,4.309999943,4375.209961,4.300000191,4375.199707,3.37,3150,172,3330,0,0,0
5/18/19,16.26,4.309999943,4375.209961,4.300000191,4375.199707,3.60,2960,171,3180,0,0,0
5/19/19,16.60,4.309999943,4375.209961,4.300000191,4375.199707,3.80,2790,169,3030,0,0,0
5/20/19,16.21,4.309999943,4375.209961,4.300000191,4375.199707,3.58,2580,161,2830,0,0,0
5/21/19,15.66,4.309999943,4375.209961,4.300000191,4375.199707,3.33,2350,156,2650,0,0,0
5/22/19,15.57,4.309999943,4375.209961,4.300000191,4375.199707,3.25,2100,149,2400,0.05,0,0
5/23/19,15.47,4.309999943,4375.209961,4.300000191,4375.199707,3.24,2070,158,2390,0.01,0,0
5/24/19,15.41,4.309999943,4375.209961,4.300000191,4375.199707,3.24,1990,160,2330,0.04,0,0
5/25/19,15.86,4.309999943,4375.209961,4.300000191,4375.199707,3.48,2020,157,2340,0.01,0,0
5/26/19,15.93,4.309999943,4375.209961,4.300000191,4375.199707,3.50,2070,160,2390,0.03,0,0
5/27/19,16.89,4.309999943,4375.209961,4.300000191,4375.199707,3.89,2030,167,2370,0.2,0,0
5/28/19,15.77,4.309999943,4375.209961,4.300000191,4375.199707,3.40,2030,164,2350,0,0,0
5/29/19,15.39,4.309999943,4375.209961,4.300000191,4375.199707,3.29,2110,161,2410,0,0,0
5/30/19,15.43,4.309999943,4375.209961,4.300000191,4375.199707,3.24,2360,165,2610,0.04,0,0
5/31/19,15.28,4.309999943,4375.209961,4.300000191,4375.199707,3.19,2580,167,2830,0,0,0
6/1/19,15.70,4.309999943,4375.209961,4.300000191,4375.199707,3.44,2800,169,3010,0,0,0
6/2/19,15.99,4.309999943,4375.209961,4.300000191,4375.199707,3.64,2990,186,3180,0,0,0
6/3/19,15.59,4.309999943,4375.209961,4.300000191,4375.199707,3.72,3150,192,3330,0,0,0
6/4/19,15.56,4.309999943,4375.209961,4.300000191,4375.199707,3.43,3300,202,3490,0,0,0
6/5/19,15.39,4.309999943,4375.209961,4.300000191,4375.199707,3.42,3140,210,3350,0,0,0
6/6/19,15.71,4.309999943,4375.209961,4.300000191,4375.199707,3.37,3020,217,3240,0,0,0
6/7/19,15.60,4.309999943,4375.209961,4.300000191,4375.199707,3.29,2700,201,3010,0,0,0
6/8/19,15.86,4.309999943,4375.209961,4.300000191,4375.199707,3.39,2320,185,2630,0,0,0
6/9/19,16.00,4.309999943,4375.209961,4.300000191,4375.199707,3.59,2140,167,2460,0,0,0
6/10/19,15.75,4.309999943,4375.209961,4.300000191,4375.199707,3.50,2100,162,2410,0,0,0
6/11/19,15.39,4.309999943,4375.209961,4.300000191,4375.199707,3.39,2090,168,2390,0,0,0
6/12/19,15.38,4.309999943,4375.209961,4.300000191,4375.199707,3.37,2170,174,2460,0,0,0
6/13/19,15.41,4.309999943,4375.209961,4.300000191,4375.199707,3.38,2230,192,2530,0,0,0
6/14/19,15.57,4.309999943,4375.209961,4.300000191,4375.199707,3.44,2050,196,2380,0,0,0
6/15/19,15.76,4.309999943,4375.209961,4.300000191,4375.199707,3.60,2030,195,2350,0,0,0
